0 151 0;
0; 2; 19;
0; 1; 19;
0; 0; 19;
0; 0; 18;
0; 0; 17;
0; 0; 16;
0; 0; 15;
0; 0; 14;
0; 2; 14;
0; 2; 13;
0; 2; 12;
0; 1; 12;
0; 2; 15;
0; 2; 16;
0; 2; 17;
0; 4; 17;
0; 4; 18;
0; 4; 16;
0; 4; 15;
0; 4; 14;
0; 4; 13;
0; 4; 12;
0; 4; 11;
0; 2; 11;
0; 2; 10;
0; 2; 9;
0; 3; 9;
0; 4; 9;
0; 5; 9;
0; 6; 9;
0; 6; 10;
0; 6; 11;
0; 6; 12;
0; 6; 13;
0; 6; 14;
0; 6; 15;
0; 5; 17;
0; 6; 17;
0; 7; 17;
0; 8; 17;
0; 8; 16;
0; 8; 15;
0; 8; 14;
0; 8; 13;
0; 9; 13;
0; 7; 11;
0; 8; 11;
0; 8; 10;
0; 6; 8;
0; 7; 8;
0; 8; 8;
0; 9; 8;
0; 10; 8;
0; 10; 9;
0; 10; 10;
0; 10; 11;
0; 11; 11;
0; 11; 13;
0; 10; 14;
0; 9; 14;
0; 11; 14;
0; 13; 13;
0; 13; 14;
0; 13; 15;
0; 13; 16;
0; 12; 16;
0; 11; 16;
0; 10; 16;
0; 6; 19;
0; 8; 19;
0; 10; 18;
0; 10; 19;
0; 11; 19;
0; 11; 18;
0; 12; 18;
0; 12; 19;
0; 13; 19;
0; 13; 18;
0; 14; 18;
0; 14; 19;
0; 15; 18;
0; 15; 19;
0; 16; 19;
0; 17; 19;
0; 18; 19;
0; 19; 19;
0; 19; 18;
0; 18; 18;
0; 17; 18;
0; 16; 18;
0; 15; 17;
0; 15; 16;
0; 15; 15;
0; 15; 14;
0; 15; 13;
0; 15; 12;
0; 15; 11;
0; 14; 11;
0; 12; 11;
0; 12; 10;
0; 12; 9;
0; 12; 8;
0; 14; 8;
0; 14; 9;
0; 14; 10;
0; 12; 7;
0; 12; 6;
0; 13; 6;
0; 14; 6;
0; 15; 6;
0; 16; 6;
0; 16; 7;
0; 16; 8;
0; 16; 9;
0; 17; 9;
0; 17; 10;
0; 17; 11;
0; 17; 12;
0; 17; 13;
0; 17; 14;
0; 17; 15;
0; 17; 16;
0; 19; 17;
0; 19; 16;
0; 19; 15;
0; 19; 14;
0; 19; 13;
0; 19; 12;
0; 19; 11;
0; 19; 10;
0; 19; 9;
0; 19; 8;
0; 19; 7;
0; 19; 6;
0; 19; 5;
0; 19; 4;
0; 19; 3;
0; 19; 2;
0; 19; 1;
0; 19; 0;
0; 18; 7;
0; 18; 6;
0; 18; 5;
0; 18; 4;
0; 17; 4;
0; 16; 4;
0; 15; 4;
0; 14; 4;
0; 13; 4;
0; 12; 4;
0; 11; 4;
0; 10; 4;
0; 10; 5;
0; 10; 6;
0; 9; 6;
0; 8; 6;
0; 7; 6;
0; 6; 6;
0; 5; 6;
0; 4; 6;
0; 4; 7;
0; 3; 7;
0; 2; 7;
0; 1; 9;
0; 0; 9;
0; 0; 8;
0; 0; 7;
0; 0; 6;
0; 0; 5;
0; 1; 5;
0; 2; 5;
0; 2; 4;
0; 4; 5;
0; 4; 4;
0; 0; 4;
0; 0; 3;
0; 0; 2;
0; 0; 1;
0; 0; 0;
0; 4; 3;
0; 2; 3;
0; 2; 2;
0; 2; 1;
0; 3; 1;
0; 4; 1;
0; 5; 1;
0; 6; 1;
0; 6; 2;
0; 6; 3;
0; 6; 4;
0; 7; 4;
0; 8; 4;
0; 8; 3;
0; 8; 2;
0; 9; 2;
0; 10; 2;
0; 11; 2;
0; 12; 2;
0; 13; 2;
0; 14; 2;
0; 15; 2;
0; 16; 2;
0; 17; 2;
0; 17; 1;
0; 15; 0;
0; 13; 1;
0; 11; 0;
0; 9; 1;
1; 9; 19; 9; 1; tut1.txt;
