0 151 0;
0; 0; 19;
0; 0; 18;
0; 0; 17;
0; 0; 16;
0; 1; 16;
0; 2; 15;
0; 3; 14;
0; 1; 15;
0; 2; 14;
0; 3; 13;
0; 4; 13;
0; 5; 13;
0; 6; 13;
0; 7; 13;
0; 8; 13;
0; 9; 13;
0; 11; 13;
0; 12; 13;
0; 13; 13;
0; 14; 13;
0; 19; 19;
0; 19; 18;
0; 19; 17;
0; 19; 16;
0; 18; 16;
0; 18; 15;
0; 17; 15;
0; 17; 14;
0; 16; 14;
0; 16; 13;
0; 15; 13;
0; 11; 12;
0; 11; 11;
0; 11; 10;
0; 9; 10;
0; 9; 11;
0; 9; 12;
0; 11; 9;
0; 11; 8;
0; 11; 7;
0; 11; 6;
0; 9; 6;
0; 9; 7;
0; 9; 8;
0; 9; 9;
0; 10; 5;
0; 9; 5;
0; 11; 5;
0; 5; 15;
0; 5; 16;
0; 5; 17;
0; 6; 16;
0; 7; 15;
0; 7; 16;
0; 7; 17;
0; 10; 15;
0; 11; 15;
0; 12; 15;
0; 11; 16;
0; 11; 17;
0; 10; 17;
0; 12; 17;
5; 10; 6; flower.png; fight2; fight3;
5; 10; 12; Man.png; cutscene; fight;
7; 10; 6; 2; 1; blank.png;
6; 10; 6; flowerpickup; 1;
1; 9; 19; 9; 1; thingy;
